position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
5101,38,378,68,123,76,688,436,264,10,200,2618,20
5201,63,446,103,193,71,472,285,346,17,49,1671,19
5301,55,355,355,113,197,448,331,318,14,159,1793,10
5401,65,505,108,49,59,430,394,225,18,62,1042,14
5501,104,749,128,47,110,360,621,535,15,134,1497,16
5601,62,522,114,39,15,408,404,199,11,169,1754,11
5701,99,376,65,80,57,556,198,91,14,58,1248,7
5801,74,600,109,35,35,399,282,108,21,123,3465,6
5901,102,500,127,71,74,1403,420,261,41,60,1469,21
6001,63,703,159,85,53,635,265,194,22,201,2147,25
6101,34,447,73,103,86,565,307,166,19,118,1495,11
6201,37,524,60,93,15,564,249,64,36,130,1278,4
6301,86,692,195,135,118,623,970,607,71,168,2270,32
6401,108,644,123,92,73,837,510,558,28,181,2116,22
6501,88,654,117,239,69,628,452,349,25,113,2801,15
6601,32,1011,66,115,88,790,515,247,24,162,2442,18
6701,55,526,34,54,48,618,270,156,20,95,2154,8
6801,55,456,105,34,40,406,385,387,33,134,1620,15
6901,51,319,60,36,87,757,249,237,13,84,2237,12
7001,60,344,35,124,336,732,477,455,26,141,1806,11
7101,15,279,18,92,76,873,185,75,27,128,2267,23
7201,36,308,23,114,130,710,369,220,18,65,1261,21
7301,36,378,43,62,106,518,261,892,33,103,645,9
7401,29,418,25,34,54,397,120,128,9,31,1196,8
7501,49,294,60,19,14,350,166,85,21,41,1366,37
7601,40,278,39,47,45,382,167,252,26,37,491,5
7701,66,475,77,59,61,758,391,400,18,95,2606,21
7801,50,593,78,73,104,614,244,157,13,94,1966,9
7901,53,541,60,35,106,454,291,379,40,70,1451,15
8001,108,771,103,255,33,416,413,368,28,95,1515,5
8101,72,535,98,74,80,546,578,588,21,115,1481,24
8201,48,288,45,37,25,386,182,174,15,46,1914,7
8301,45,811,48,93,47,411,459,245,36,248,1951,108
8401,32,404,55,24,30,320,185,36,13,53,599,2
8501,59,558,70,36,38,347,388,262,10,51,344,8
8601,59,534,103,220,77,799,280,249,94,163,2131,23
8701,38,343,43,81,103,600,234,133,25,51,1519,13
8801,98,552,69,100,48,537,620,223,45,153,1581,9
8901,54,388,54,50,79,613,219,181,27,97,2449,6
9001,53,323,37,69,203,612,269,355,30,42,825,2
9101,40,400,50,69,65,578,341,319,22,133,1764,15
9201,38,460,75,90,70,401,646,168,70,44,1301,8
9301,38,469,29,60,46,649,283,83,45,30,1069,8
9401,45,526,52,113,60,554,672,255,18,50,1576,13
9501,37,270,10,74,96,926,165,119,13,92,1991,24
9601,25,326,25,42,90,574,133,120,15,68,1255,3
9701,28,448,47,36,80,445,283,98,17,99,982,13
9801,35,486,45,58,59,799,258,392,22,48,1839,7
9901,70,366,51,39,55,599,232,99,15,75,1884,16
10001,53,413,29,110,88,818,314,73,7,93,1403,20
10101,55,417,66,89,66,808,255,217,26,74,2169,5
10201,12,284,41,39,44,556,313,218,18,60,1818,12
10301,55,1852,24,59,21,484,450,277,23,114,1807,16
10401,23,413,429,58,55,450,263,42,11,229,1339,5
10501,33,244,53,63,43,553,116,126,102,58,1391,35
10601,153,484,158,128,97,542,532,412,106,132,1313,95
10701,27,349,38,55,44,585,176,131,25,178,2628,27
10801,63,602,116,86,71,431,266,366,20,75,1094,10
10901,53,491,64,31,55,428,427,177,17,21,816,1
11001,26,202,110,46,107,593,179,232,54,133,1676,10
11101,30,355,17,105,104,630,315,224,52,83,1761,9
11201,24,514,26,259,398,549,1100,451,46,47,757,6
11301,67,595,58,32,48,468,476,452,24,62,1248,8
11401,24,467,35,48,65,727,285,337,30,81,1411,6
11501,83,1280,34,99,280,1508,729,479,27,84,1765,23
11601,25,77,10,97,79,563,165,235,8,107,1864,14
11701,63,928,63,60,40,512,371,159,16,118,3076,6
11801,36,470,32,40,51,220,360,214,14,126,1109,7
11901,39,657,65,25,63,477,189,84,13,87,1426,18
12001,59,513,75,62,98,356,460,410,35,141,2703,17
12101,80,478,62,129,101,626,530,241,21,100,1186,17
12201,31,277,47,47,24,331,341,233,29,58,605,22
12301,57,345,38,40,28,306,442,94,13,45,1101,1
12401,104,560,128,25,35,384,133,33,6,125,2386,7
12501,96,568,124,38,39,441,267,284,17,50,1396,5
12601,42,307,51,60,62,437,307,78,16,61,966,12
12701,41,529,76,122,55,488,457,316,24,128,2915,8
12801,20,546,39,50,57,573,385,188,17,107,1530,8
12901,26,463,19,40,20,387,268,115,12,52,1169,0
13001,45,350,21,104,75,532,283,205,21,40,1415,8
13101,59,419,44,76,33,578,396,137,26,62,1814,0
13201,52,350,96,43,58,605,336,195,17,86,1014,10
13301,33,433,66,77,44,451,314,263,24,98,1683,7
13401,54,414,33,50,55,332,375,165,19,289,1704,10
13501,15,284,25,48,15,404,159,181,24,51,1697,12
13601,69,470,120,47,78,423,189,275,18,107,1593,37
13701,43,981,77,32,53,547,385,304,12,85,915,12
13801,38,445,90,30,26,507,262,338,19,51,985,6
13901,104,569,90,44,61,493,395,301,19,80,1064,12
14001,47,472,53,71,128,549,219,253,20,92,408,4
14101,90,487,42,38,61,600,657,248,42,133,2036,18
14201,37,359,60,60,46,454,390,390,18,103,1025,1
14301,27,332,35,32,62,546,266,251,8,22,1029,12
14401,53,348,54,90,57,1115,123,234,22,53,595,4
14501,15,205,18,133,59,587,235,170,23,40,1191,8
14601,16,289,35,86,54,803,173,132,1,92,1257,13
14701,17,259,39,45,41,463,283,251,20,69,1393,8
14801,31,242,40,52,42,490,178,455,21,57,1181,9
14901,299,481,42,63,22,368,130,68,11,64,1293,6
15001,44,345,27,18,29,659,269,158,7,79,1031,10
15101,37,276,40,48,35,308,154,83,9,67,719,2
15201,51,324,44,60,28,1109,126,248,8,69,1758,6
15301,10,211,24,43,53,518,195,466,13,100,1080,8
15401,52,513,41,19,21,355,631,322,38,57,364,3
15501,35,268,29,69,62,789,258,393,24,99,890,14
15601,67,422,86,23,37,410,257,390,16,78,1015,2
15701,57,336,47,65,58,569,192,211,15,85,1773,9
15801,67,308,60,50,51,465,198,144,20,114,874,22
15901,56,419,43,11,32,614,348,474,40,111,1559,23
16001,14,375,34,39,35,469,185,253,7,50,797,7
16101,30,278,46,28,22,349,213,216,16,77,1174,4
16201,32,245,32,77,60,432,365,240,12,56,1415,8
16301,56,304,64,36,37,636,274,287,10,49,2309,13
16401,29,620,96,36,69,887,173,160,18,76,1074,4
16501,40,377,47,67,35,552,185,191,15,24,910,3
16601,21,321,40,48,44,371,290,279,18,133,933,10
16701,26,321,46,48,27,402,317,256,16,67,1342,15
16801,39,410,48,66,72,357,313,399,12,66,644,1
16901,54,473,54,55,27,501,314,566,24,68,1172,2
17001,59,443,53,96,77,641,279,418,23,50,1024,15
17101,74,301,34,120,143,716,272,382,9,207,1667,25
17201,28,605,59,69,112,423,242,805,14,11,763,0
17301,38,297,34,62,40,509,281,427,12,100,1387,23
17401,63,422,30,99,39,636,296,269,22,86,1682,9
17501,41,216,37,186,48,415,342,475,52,105,1430,17
17601,46,721,52,41,58,503,418,399,7,71,1289,8
17701,49,383,77,59,50,437,275,338,15,130,2191,25
17801,41,452,50,55,61,440,268,112,15,127,1116,26
17901,64,390,55,38,54,387,200,230,24,93,1120,13
18001,32,385,46,67,62,505,346,472,28,54,1200,10
18101,44,662,57,62,31,408,1021,684,31,170,1885,8
18201,38,477,96,65,58,478,165,393,19,73,906,5
18301,19,353,23,80,54,606,450,430,26,119,1967,9
18401,82,575,87,75,65,822,280,440,20,139,1523,11
18501,42,888,116,51,86,411,331,458,74,148,2361,1056
18601,34,327,44,146,166,485,292,499,44,140,1717,15
18701,64,397,44,125,39,585,281,437,22,79,1518,8
18801,46,346,41,32,40,516,379,637,37,104,1476,11
18901,33,395,80,50,61,453,401,788,38,66,917,5
19001,74,468,86,70,47,456,218,545,27,105,1595,7
19101,87,501,81,29,50,431,237,362,24,99,2494,12
19201,31,346,39,89,68,767,237,173,9,116,1566,7
19301,59,413,64,33,47,570,184,190,20,61,1002,15
19401,33,397,26,50,49,368,165,189,4,16,442,6
19501,23,243,54,87,72,644,203,504,35,138,1884,13
19601,52,438,65,122,339,381,429,637,28,186,953,4
19701,54,430,79,69,58,467,287,330,29,29,441,7
19801,82,505,123,63,45,490,510,627,59,98,1434,6
19901,51,293,51,108,68,537,297,396,78,179,1494,11
20001,85,753,64,31,70,423,532,465,30,63,502,9
20101,72,345,96,37,40,361,312,407,26,60,1785,15
20201,109,804,203,48,47,452,210,417,30,98,780,5
20301,30,556,74,72,62,505,554,249,10,47,801,8
20401,76,582,91,86,159,602,394,551,28,118,2061,17
20501,48,407,61,46,47,486,222,594,26,85,491,17
20601,80,410,62,57,70,440,358,436,86,62,730,10
20701,95,482,95,25,26,388,172,345,27,88,1456,4
20801,28,411,40,77,54,461,182,87,10,30,807,9
20901,35,244,42,76,57,431,451,395,23,71,1003,16
21001,82,403,75,46,20,369,227,221,51,76,1913,40
21101,54,1628,92,78,94,504,419,460,16,89,923,7
21201,45,387,44,85,31,320,438,563,269,95,612,32
21301,90,380,102,30,77,450,457,211,18,521,1263,24
21401,56,373,54,33,53,408,191,168,10,49,328,13
21501,65,283,166,222,130,657,210,548,58,98,1534,145
21601,203,386,219,190,101,1148,158,679,554,429,3508,275
21701,157,362,350,262,185,1823,1059,1080,246,286,2731,75
21801,138,505,162,197,147,1252,363,398,114,274,2161,79
21901,205,327,123,172,425,961,332,427,180,213,1449,70
22001,241,913,307,286,292,941,544,832,281,456,965,90
22101,295,706,157,171,432,683,533,938,277,107,470,26
22201,111,483,63,133,209,788,639,937,249,168,1864,51
22301,92,473,107,119,84,779,637,765,91,226,1460,44
22401,179,404,83,133,59,351,301,422,221,115,1965,67
22501,240,1065,256,78,43,471,600,205,278,195,1137,90
22601,70,476,205,116,56,1776,443,177,47,271,1506,16
22701,83,656,190,64,51,956,273,247,55,797,1265,23
22801,103,914,282,54,1265,585,377,2373,83,94,767,21
22901,99,927,690,179,568,702,383,660,78,533,1006,115
23001,304,1091,210,1037,237,1548,1431,383,218,933,1922,60
23101,151,278,58,72,63,469,96,220,98,74,1250,47
23201,99,272,638,99,71,599,330,405,58,372,1549,54
23301,116,276,32,70,49,582,203,270,107,97,451,51
23401,315,348,58,69,180,768,762,654,111,197,1144,75
23501,251,400,67,68,102,798,244,1052,342,123,1549,44
23601,127,460,1175,136,84,621,429,666,299,233,3040,78
23701,186,538,52,42,52,728,216,250,50,102,1153,31
23801,92,336,627,66,39,434,215,276,129,279,991,46
23901,240,513,150,36,416,441,153,279,42,142,1212,27
24001,133,528,66,91,95,582,287,549,27,95,1678,71
24101,84,332,334,75,71,540,340,583,107,287,1243,17
24201,114,278,51,94,40,520,116,247,11,46,826,32
24301,119,351,63,122,58,388,301,667,251,206,2027,37
24401,310,340,39,215,39,482,158,179,16,79,761,21
24501,66,213,76,75,114,604,194,603,43,92,548,16
24601,67,361,57,82,33,399,127,341,54,35,590,36
24701,134,277,72,86,74,629,266,595,85,185,926,19
24801,89,389,93,59,82,516,373,481,149,138,831,38
24901,172,443,98,52,55,1057,241,453,354,114,1588,342
25001,154,526,113,56,125,560,395,742,120,158,1821,44
25101,162,500,197,36,110,473,345,666,291,312,659,41
25201,153,415,60,83,117,523,488,1736,183,183,1157,17
25301,51,484,145,70,71,488,423,1170,131,157,1375,60
25401,208,656,183,132,151,1294,873,2189,483,371,2951,56
25501,317,670,165,211,266,1355,766,1744,251,482,4431,154
25601,124,361,216,167,210,890,918,1671,195,400,4329,103
25701,137,484,260,96,289,865,298,1408,156,205,3257,82
25801,142,441,64,101,91,671,199,520,148,125,1967,52
25901,180,736,176,81,119,668,566,1104,187,149,1576,19
26001,187,530,109,82,130,836,281,489,64,593,2384,53
26101,192,535,163,168,90,674,533,986,191,254,1884,32
26201,133,393,44,66,33,843,455,646,77,212,1521,23
26301,66,209,25,43,33,367,170,338,29,145,1005,32
26401,181,206,53,93,182,884,214,637,382,111,1680,104
26501,201,613,82,68,75,639,1439,773,1651,160,1408,337
26601,106,303,40,48,54,506,166,616,51,96,2381,38
26701,119,886,75,87,113,856,556,1055,95,116,1413,24
26801,104,219,37,109,58,817,341,634,54,173,3470,115
26901,66,562,42,127,94,596,317,529,168,186,1486,48
27001,206,311,84,140,55,350,403,460,96,170,1376,35
27101,174,315,56,62,24,395,147,291,90,83,1248,16
27201,231,472,205,351,217,1172,477,858,95,627,1994,96
27301,860,958,348,314,98,1791,186,890,479,171,2219,259
27401,208,650,195,229,183,1295,601,649,75,393,2626,129
27501,342,540,319,410,234,1146,550,1105,185,636,3337,168
27601,308,579,327,265,287,1121,575,1074,215,491,4530,120
27701,291,584,161,221,197,1148,532,1065,159,185,2241,61
27801,280,421,109,160,201,1523,276,554,151,343,2733,54
27901,255,578,77,194,320,1264,498,685,50,427,2412,65
28001,746,545,139,1608,630,1132,772,2449,199,166,2247,124
28101,162,599,76,90,137,856,825,800,95,284,1010,30
28201,933,497,769,996,662,1165,625,782,257,368,1267,418
28301,712,810,120,80,62,907,1456,1744,208,313,2673,83
28401,270,652,164,153,94,567,822,578,242,230,2381,103
28501,105,410,111,16,26,351,438,687,214,201,1182,56
28601,211,565,110,133,53,555,548,694,150,230,3706,47
28701,357,572,84,86,82,556,434,720,176,281,3748,86
28801,814,1580,115,262,288,712,1051,1163,873,243,2274,654
28901,263,509,104,179,329,818,973,1786,119,238,1563,47
29001,232,453,77,93,49,471,586,782,62,153,2389,31
29101,336,525,111,91,50,408,295,660,138,340,2555,52
29201,181,442,92,64,63,316,933,1179,217,165,3339,72
29301,258,874,200,48,34,513,476,843,240,365,2553,59
29401,304,709,146,105,394,538,636,1634,291,235,1698,88
29501,212,804,181,120,120,627,617,1235,170,756,3519,81
29601,284,1247,75,106,106,953,297,1085,168,89,4199,71
29701,745,1420,1111,576,640,1667,2808,3920,2050,1227,4602,550
29801,0,0,0,0,0,4,0,0,0,68,118,9
29901,0,0,0,0,0,0,0,0,0,0,0,0
