position,A->T,A->G,A->C,T->A,T->G,T->C,G->A,G->T,G->C,C->A,C->T,C->G
6601,2,339,9,78,28,307,168,132,3,99,1555,5
6701,60,165,4,2,7,335,98,93,5,15,1710,1
6801,9,140,300,6,28,280,127,339,2,19,1819,1
6901,7,103,3,8,11,263,216,258,1,44,1270,0
7001,45,271,4,33,16,199,207,789,5,34,1069,0
7101,2,87,1,11,34,341,75,8,8,48,1257,2
7201,15,179,4,23,80,355,140,45,2,46,727,0
7301,10,89,12,14,27,450,67,263,1,10,448,2
7401,7,142,11,6,13,214,65,22,0,23,1148,4
7501,5,498,125,3,8,152,84,32,5,14,974,8
7601,3,60,5,8,4,128,33,179,4,28,171,1
7701,26,527,11,15,15,489,564,95,6,8,2525,3
7801,4,338,17,9,10,183,62,148,1,65,3297,7
7901,186,226,19,7,16,1239,111,159,4,137,713,5
8001,45,281,48,223,10,187,298,110,4,29,1148,2
8101,10,399,30,43,12,235,322,202,0,33,1156,5
8201,21,187,22,7,30,217,54,166,2,11,1293,2
8301,8,410,2,18,11,124,148,206,2,850,1313,36
8401,9,114,12,8,8,108,188,6,3,10,423,1
8501,13,566,20,6,5,78,488,70,1,4,198,1
8601,8,176,32,110,10,386,123,189,103,108,1824,3
8701,4,109,12,12,28,248,71,148,4,7,1468,2
8801,11,168,34,31,6,205,173,97,5,60,1201,6
8901,46,247,7,9,108,172,91,20,6,48,1269,0
9001,6,328,3,18,93,288,55,47,2,6,559,0
9101,7,296,10,34,15,229,134,123,2,44,890,10
9201,34,322,9,13,8,122,200,59,13,15,1446,2
9301,1,267,4,99,6,197,79,28,7,4,30069,0
9401,6,147459,8,108,10,369,150,88,5,23,4435,6
9501,13,102,3,3,15,557,48,33,3,28,3540,1
9601,6,99,7,9,74,252,122,24,1,6,693,0
9701,3,101,14,6,8,324,110,71,1,39,635,3
9801,2,281,8,8,2,6477,77,244,6,24,1660,0
9901,30,133,13,11,68,1619,50,55,1,14,1573,2
10001,15,132,3,211,20,1461,154,7,3,15,1498,5
10101,34,468,9,18,9,459,87,82,6,54,1700,0
10201,0,71,12,16,10,196,280,174,1,3,1363,1
10301,20,4378,8,7,1,308,294,139,58,65,2853,2
10401,0,156,302,26,6,312,93,2,0,710,852,0
10501,10,33,7,7,5,279,48,41,36,5,2057,9
10601,41,121,27,48,9,488,320,177,9,23,1898,4
10701,2,227,11,8,22,319,68,32,1,75,2110,3
10801,24,305,49,95,15,275,65,128,1,14,491,4
10901,32,175,11,4,41,131,230,76,3,6,690,0
11001,3,155,3,42,19,182,61,70,27,149,920,2
11101,5,116,2,17,18,197,123,207,2,4,1930,4
11201,5,256,1,78,846,208,2020,2085,10,10,622,3
11301,58,58555,58,6,67,125,180,247,5,54,716,2
11401,4,70,2,6,9,423,103,936,3,9,864,1
11501,20,375,7,27,243,638,177,166,7,21,1807,7
11601,4,27,0,14,28,432,24,117,1,39,1249,5
11701,9,556,54,159,6,237,196,49,1,33,4536,0
11801,7,191,13,11,16,31,77,167,6,38,531,1
11901,3,227,16,2,11,164,39,22,1,16,1188,7
12001,20,187,14,30,23,116,488,337,20,45,5473,6
12101,29,144,169,125,12,294,231,421,1,35,1043,1
12201,2,128,8,7,3,132,146,54,21,8,288,3
12301,14,86,3,1,10,130,146,8,1,6,968,0
12401,25,190,51,7,13,96,65,3,1,41,1377,2
12501,18,176,42,6,10,151,67,78,34,6,828,0
12601,13,451,17,6,17,127,121,84,104,15,544,1
12701,5,144,118,30,6,287,359,289,1,49,2457,0
12801,11,442,5,12,24,408,276,314,1,26,1059,0
12901,0,261,2,5,2,85,106,14,2,40,1116,0
13001,28,221,3,26,12,11838,88,93,2,5,1133,1
13101,14,147,8,24,6,216,182,41,4,23,1733,0
13201,34,223,67,4,18,179,105,197,3,40,636,14
13301,4,138,14,11,9,447,79,148,4,11,1647,4
13401,22,214,9,8,17,407,162,24,4,129,885,0
13501,1,641,3,11,3,162,57,73,1,0,1412,3
13601,22,223,60,9,24,144,37,71,2,24,1953,9
13701,248,1498,14,9,23,240,112,316,5,22,526,5
13801,6,433,166,1,6,131,88,88,6,14,586,0
13901,197,251,45,205,26,400,262,236,3,264,1710,3
14001,19,148,9,20,10,339,70,63,6,15,175,4
14101,120,510,13,8,36,753,310,58,5,52,2657,1
14201,5,97,9,18,12,362,599,108,2,46,763,0
14301,2,114,5,8,18,162,89,97,1,2,589,1
14401,5,46,30,8,13,277,72,42,6,9,240,1
14501,3,34,1,23,12,256,163,90,6,24,1264,0
14601,0,94,27,57,5,277,79,124,0,32,758,0
14701,24,127,10,19,38,121,163,272,2,26,922,1
14801,1,63,12,14,15,234,158,493,4,12,1724,4
14901,200,291,34,11,6,302,2234,8,2,13,1253,0
15001,10,92,21,11,3,828,98,134,0,28,1526,5
15101,23,135,5,4,34,95,104,33,5,14,444,0
15201,38,168,4,131,4,342,165,52,1,12,1872,0
15301,16,46,2,15,12,339,156,235,1,23,853,1
15401,3,144,1,4,2,367,319,96,4,28,300,0
15501,5,155,6,15,51,523,67,192,5,22,635,2
15601,11,124,23,3,12,151,144,204,6,8,569,0
15701,13,195,12,10,10,257,156,33,1,78,2353,0
15801,31,106,14,3,13,106,46,22,1,23,753,3
15901,37,390,7,8,7,364,112,131,12,16,1343,3
16001,3,233,12,8,5,199,69,93,0,6,364,0
16101,2,122,29,11,5,173,57,47,4,27,750,0
16201,17,46,4,14,13,271,121,50,2,12,1825,1
16301,20,89,15,3,9,422,82,84,1,3,2079,0
16401,4,185,19,7,15,269,98,48,4,6,1603,0
16501,149,247,14,112,2,189,43,56,1,3,800,0
16601,1,185,0,4,66,182,94,179,2,24,398,3
16701,2,156,16,16,8,122,144,78,0,65,799,3
16801,5,184,12,11,8,143,79,167,1,11,421,0
16901,11,192,6,15,4,314,105,402,4,75,474,0
17001,12,213,11,48,11,301,100,313,5,15,2666,4
17101,9,98,5,42,19,288,178,131,1,69,1235,0
17201,4,166,10,17,56,196,52,999,1,8,751,0
17301,4,7158,6,17,4,444,91,301,2,41,769,11
17401,33,152,2,154,7,174,63,167,2,9,1311,0
17501,7,571,28,22,25,92,146,442,12,30,1557,15
17601,20,1034,10,8,6,423,197,198,2,19,2327,1
17701,10,126,30,10,7,116,79,85,2,96,1661,1
17801,5,299,8,7,6,139,234,16,3,109,586,27
17901,24,236,35,2,8,163,75,68,8,56,1679,6
18001,4,211,4,70,12,224,316,215,5,17,654,1
18101,5,247,6,22,4,147,376,499,3,23,2342,0
18201,2,168,20,11,19,629,52,121,2,20,1262,1
18301,1,150,1,14,17,228,164,113,2,28,1948,3
18401,14,208,18,4,11,307,87,353,0,16,710,0
18501,8,444,126,14,89,118,264,113,8,74,3240,602
18601,39,101,3,39,19,276,128,266,6,32,1020,9
18701,8,105,17,42,8,464,115,101,2,55,2439,0
18801,7,78,11,8,9,876,153,222,3,33,1015,4
18901,4,107,18,6,12,131,146,315,4,19,701,1
19001,15,466,159,9,8,386,75,370,5,21,1331,0
19101,16,508,25,4,12,205,140,297,3,20,1741,0
19201,5,337,18,13,84,456,35,101,0,102,1105,0
19301,9,67,49,3,10,563,93,65,1,6,684,2
19401,29,185,3,6,19,335,65,52,0,1,172,0
19501,3,192,15,32,28,266,69,1895,4,61,1361,12
19601,10,88,9,57,64,140,170,295,4,99,693,0
19701,6,108,11,10,28,105,100,314,16,1,222,0
19801,128,615,45,33,49,340,186,179,13,15,2966,1
19901,9,166,9,16,4,175,130,543,18,61,1172,0
20001,20,536,135,4,29,221,211,190,4,24,612,4
20101,33,134,15,11,51,304,103,225,7,25,2011,3
20201,31,537,33,15,19,131,55,128,6,24,375,0
20301,6,440,18,28,13,196,398,46,1,7,390,3
20401,14,367,23,19,23,358,228,211,2,29,1289,1
20501,4,89,5,17,14,215,64,201,2,35,175,5
20601,29,154,17,8,17,102,158,332,20,9,367,1
20701,26,200,19,5,8,112,41,131,12,15,1010,2
20801,8,173,3,17,13,194,81,17,0,36,553,1
20901,6,86,19,30,2,109,202,173,12,22,795,1
21001,25,163,74,14,6,324,80,48,35,6,1317,12
21101,5,1925,16,9,9,450,352,244,6,21,473,1
21201,2,190,2,46,3,169,284,224,482,31,351,4
21301,32,136,44,2,27,224,516,141,9,610,1123,4
21401,23,158,40,4,4,153,120,27,3,10,106,11
21501,22,116,67,82,34,1267,50,390,15,32,1638,53
21601,40,92,69,112,13,433,42,265,261,267,2542,24
21701,29,192,4836,87,137,1846,3007,881,166,640,5001,20
21801,16,181,19,73,21,2049,107,202,26,66,3956,12
21901,333,102,337,74,366,760,114,313,70,140,879,17
22001,136,503,122,152,70,615,228,836,78,704,807,16
22101,205,333,27,182,74,560,789,622,228,35,506,2
22201,10,132,24,34,114,12357,428,517,142,30,1037,2
22301,33,129,193,53,10,221,235,229,370,43,1136,3
22401,73,110,67,11,14,103,80,784,48,36,1503,24
22501,47,1432,57,60,9,128,1739,23,256,156,687,22
22601,6,151,140,49,8,1826,146,31,10,255,3295,16
22701,26,563,173,199,6,1577,326,50,13,538,46096,8
22801,15,5652,105,7,10082,3071,197,8209,15,28,1577,3
22901,6,422,272,27,230,375,126,192,25,212,755,43
23001,33,594,40,1927,17,1909,1675,125,79,1331,2249,1
23101,32,1453,7,4,28,155,6,82,32,9,674,7
23201,30,103,235,30,212,569,107,56,9,111,1469,7
23301,30,62,9,13,7,259,72,579,89,16,169,46
23401,117,557,65,54,51,334,356,2656,15,155,417,50
23501,326,152,19,8,44,410,236,544,74,33,1563,1
23601,25,269,443,40,23,283,272,256,36,52,3231,140
23701,29,3285,28,2,2,353,97,217,18,23,1205,5
23801,32,41,493,18,14,120,164,367,21,64,1184,72
23901,502,229,36,4,89,161,58,110,15,234,683,2
24001,34,142,20,29,17,308,85,301,1,35,1572,454
24101,19,359,138,12,10,114,79,177,37,28,729,1
24201,31,166,19,83,62,129,8,63,1,16,439,3
24301,46,207,25,29,5,206,70,273,168,207,2037,9
24401,114,149,9,39,9,191,68,69,1,15,607,2
24501,32,50,12,14,17,174,74,150,8,26,206,2
24601,7,127,10,15,9,123,56,165,5,10,322,7
24701,195,86,15,12,57,811,55,249,17,56,481,1
24801,180,187,27,23,7,848,85,285,30,26,276,9
24901,61,128,5,3,47,666,128,150,108,23,1011,91
25001,44,161,4,7,19,129,483,303,27,51,1898,10
25101,37,133,26,5,7,722,66,434,145,147,877,4
25201,37,240,19,23,1866,454,154,1236,135,74,815,5
25301,12,315,29,16,13,342,473,520,19,209,1212,5
25401,38,160,37,24,27,389,414,1639,160,156,14395,9
25501,138,573,46,163,128,675,458,852,115,227,3479,32
25601,54,287,160,31,114,373,2341,1959,84,131,3849,85
25701,30,453,77,36,46,569,105,958,126,68,5083,16
25801,15,220,19,28,122,278,230,188,187,38,2152,20
25901,114,402,28,15,26,238,225,1614,209,40,1422,1
26001,58,156,11,16,84,413,146,625,39,265,2920,8
26101,67,169,34,17,14,226,188,873,26,67,10889,10
26201,109,108,26,11,7,543,202,295,11,83,796,1
26301,3,75,3,617,9,132,99,102,0,36,362,13
26401,56,31,7,44,68,398,59,216,124,13,900,32
26501,103,113,18,13,25,900,3426,244,1544,39,851,957
26601,25,69,3,215,5,2372,61,247,4,14,2706,3
26701,22,448,54,18,17,290,180,770,13,26,1262,12
26801,29,91,9,13,49,412,408,239,32,35,2847,29
26901,39,250,5,48,48,382,191,197,121,83,816,3
27001,159,136,58,185,31,197,148,122,19,78,1339,9
27101,37,95,16,8,1,342,37,234,11,14,1038,2
27201,27,789,265,227,93,946,169,276,42,316,1369,50
27301,3322,591,294,126,31,31574,127,534,429,23,2056,24
27401,40,567,18,57,41,516,446,168,28,157,1468,44
27501,123,215,58,146,77,1037,209,834,66,249,2606,34
27601,3290,177,63,147,162,600,1510,396,49,445,4098,15
27701,65,294,43,84,52,273,351,856,46,50,2017,16
27801,81,88,23,148,54,650,153,198,31,1208,2611,6
27901,39,188,26,117,2033,589,190,267,14,213,2380,12
28001,1148,200,58,3237,126,1574,543,23199,65,59,2251,18
28101,54,424,17,11,15,580,373,2155,58,360,478,4
28201,265,210,511,724,1571,824,319,747,232,185,791,209
28301,2557,990,29,14,22,688,931,866,197,95,2776,24
28401,41,246,37,77,8,354,1249,191,254,125,1837,9
28501,16,98,14,3,2,86,83,260,78,61,609,4
28601,26,294,53,25,15,409,356,615,25,88,3424,6
28701,219,340,9,138,14,226,210,307,37,59,2724,18
28801,945,1188,70,163,163,236,326,389,929,75,1270,1069
28901,50,391,20,29,140,638,507,1338,18,41,746,9
29001,65,575,20,13,9,151,1097,227,54,54,3487,4
29101,134,384,31,22,52,167,171,543,52,356,1691,16
29201,59,118,20,11,10,294,666,1122,99,28,3254,13
29301,54,277,61,17,0,244,242,1183,78,177,3072,10
29401,81,238,150,13,47,711,266,933,86,158,4613,13
29501,98,481,44,26,51,5130,217,1460,158,534,2177,40
29601,64,778,23,14,67,989,422,328,45,32,4619,21
29701,483,1631,804,108,379,1753,2237,3457,645,462,6956,83
29801,0,0,0,0,0,2,0,0,0,12,47,0
29901,0,0,0,0,0,0,0,0,0,0,0,0
